id	chr	start	end	assigned gene	name	distance (bp)	Dl_Tl10b_DmWG_Max	Dl_Tl10b_DmWG_PositionMax	Twist_Tl10b_DmWG_Max	Twist_Tl10b_DmWG_PositionMax	Snail_Tl10b_DmWG_Max	Snail_Tl10b_DmWG_PositionMax	DTS high confidence	TS high confidence	known DV enhancer	confirmed DV enhancer	putative DV enhancer	references	sna site: 0% conservation	sna site: 20% conservation	sna site: 40% conservation	sna site: 60% conservation	sna site: 80% conservation	sna site: 100% conservation	twi site: 0% conservation	twi site: 20% conservation	twi site: 40% conservation	twi site: 60% conservation	twi site: 80% conservation	twi site: 100% conservation	dl site: 0% conservation	dl site: 20% conservation	dl site: 40% conservation	dl site: 60% conservation	dl site: 80% conservation	dl site: 100% conservation
2R_7131854_7132607	2R	7131854	7132607	CG10897	tou	116	2.352342159	7132166	5.591	7132166	8.920365535	7132166	1	0	0	0	0		3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
2R_7309632_7312483	2R	7309632	7312483	CG12443	ths	transcript overlap	9.596741344	7310198	16.57	7310198	24.45561358	7310198	1	0	1	0	1	"Stathopoulos et al., 2002"	3	2	2	1	1	1	4	3	3	3	3	2	5	3	3	3	1	1
2R_7970419_7971243	2R	7970419	7971243	CG12369	Lac	transcript overlap	2.210794297	7971073	4.528	7971073	6.740208877	7971073	1	0	0	0	0		1	1	1	1	0	0	3	3	3	1	0	0	1	0	0	0	0	0
2R_8046410_8046931	2R	8046410	8046931	CG8581	fra	transcript overlap	1.434826884	8046768	3.357	8046768	6.822454308	8046768	0	1	0	0	0		3	2	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
2R_8273469_8274086	2R	8273469	8274086	CG8657	Dgkepsilon	transcript overlap	1.849287169	8273509	2.387	8273649	5.528720627	8273649	0	1	0	0	0		2	2	2	1	0	0	3	3	2	2	0	0	0	0	0	0	0	0
2R_8291749_8293745	2R	8291749	8293745	CG17579	sca	2706	1.609979633	8292655	4.191	8292977	6.285900783	8292977	0	1	0	0	1	"Mlodzik et al., 1990; Stathopoulos et al., 2002 "	2	2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2R_8295676_8296548	2R	8295676	8296548	CG17579	sca	TSS overlap	2.50101833	8296449	6.74	8296065	7.473890339	8296065	1	0	0	0	1	"Mlodzik et al., 1990; Stathopoulos et al., 2002 "	2	2	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0
2R_8709545_8711452	2R	8709545	8711452	CG33182	CG33182	transcript overlap	2.378818737	8710493	12.067	8711003	17.70104439	8711003	1	0	0	0	0		2	2	1	1	0	0	2	1	0	0	0	0	4	2	2	2	0	0
2R_8739452_8740769	2R	8739452	8740769	CG4654	Dp	transcript overlap	1.712830957	8740321	10.435	8740321	13.12010444	8740321	0	1	0	0	0		4	2	1	1	1	0	4	2	1	0	0	0	0	0	0	0	0	0
2R_8963542_8964890	2R	8963542	8964890	CG4832	cnn	transcript overlap	1.877800407	8963652	6.314	8963929	14.39033943	8963929	0	1	0	0	0		6	4	4	1	1	0	5	5	3	1	1	0	0	0	0	0	0	0
2R_8965221_8966408	2R	8965221	8966408	CG4832	cnn	TSS overlap	2.027494908	8966308	5.633	8966029	3.25848564	8966029	1	0	0	0	0		1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2R_9061177_9062894	2R	9061177	9062894	CG6145	CG6145	transcript overlap	12.55397149	9062396	4.302	9061846	5.792428198	9061427	1	0	0	0	0		6	3	1	0	0	0	8	4	0	0	0	0	1	0	0	0	0	0
2R_9075642_9080916	2R	9075642	9080916	CG13334	CG13334	1190	6.922606925	9077072	24.31	9077072	25.65143603	9077072	1	0	0	0	0		5	0	0	0	0	0	10	0	0	0	0	0	8	0	0	0	0	0
2R_9081261_9087419	2R	9081261	9087419	CG13335	CG13335	2717	4.798370672	9085974	15.428	9085974	18.25326371	9085974	1	0	0	0	0		6	0	0	0	0	0	8	0	0	0	0	0	13	0	0	0	0	0
2R_9095295_9096135	2R	9095295	9096135	CG13335	CG13335	5159	4.66802444	9095685	6.884	9095685	9.911227154	9095685	1	0	0	0	0		2	2	2	0	0	0	4	4	4	1	0	0	2	0	0	0	0	0
2R_9136112_9137532	2R	9136112	9137532	CG17716	fas	1463	2.556008147	9136502	4.083	9137362	6.343342037	9137362	1	0	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0
2R_9138085_9138854	2R	9138085	9138854	CG17716	fas	141	1.389002037	9138685	4.083	9138685	7.889033943	9138429	0	1	0	0	0		3	3	3	2	2	0	2	1	1	1	1	0	1	0	0	0	0	0
2R_9370096_9370451	2R	9370096	9370451	CG6543	CG6543	TSS overlap	1.760692464	9370274	4.237	9370274	7.62924282	9370274	0	1	0	0	0		2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2R_9426846_9427332	2R	9426846	9427332	CG18076	shot	transcript overlap	2.511201629	9426882	3.307	9427162	6.531331593	9427162	1	0	0	0	0		3	3	2	2	1	1	2	1	0	0	0	0	0	0	0	0	0	0
2R_9441043_9441861	2R	9441043	9441861	CG18076	shot	transcript overlap	1.071283096	9441340	3.019	9441412	6.657963446	9441340	0	1	0	0	0		2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
2R_9821946_9823356	2R	9821946	9823356	CG8589	CG8589	4730	1.910386965	9823206	3.855	9822060	5.65535248	9822060	0	1	0	0	0		1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
2R_9826089_9827973	2R	9826089	9827973	CG8589	CG8589	8873	1.563136456	9826734	4.314	9826734	6.780678851	9826734	0	1	0	0	0		2	1	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0
2R_9945348_9946715	2R	9945348	9946715	CG10108	phyl	transcript overlap	2.032586558	9946017	12.537	9946017	21.67624021	9946017	1	0	0	0	0		0	0	0	0	0	0	1	1	1	0	0	0	3	0	0	0	0	0
2R_10072028_10072562	2R	10072028	10072562	CG10117	ttv	transcript overlap	0.898167006	10072138	3.852	10072395	5.234986945	10072395	0	1	0	0	0		3	3	3	3	0	0	2	1	1	0	0	0	0	0	0	0	0	0
2R_10496314_10497681	2R	10496314	10497681	CG7761	pcs	transcript overlap	1.764278297	10497189	5.139774859	10496352	4.997171146	10496352	0	1	0	0	0		2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
2R_10645614_10646140	2R	10645614	10646140	CG11798	chn	transcript overlap	1.823468328	10645722	2.693245779	10645722	5.623762376	10645722	0	1	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
2R_10647355_10647634	2R	10647355	10647634	CG11798	chn	transcript overlap	2.177570093	10647464	6.409005629	10647464	10.93635078	10647464	1	0	0	0	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0
2R_10751610_10751860	2R	10751610	10751860	CG33466	Fs	transcript overlap	1.31152648	10751720	2.976547842	10751720	7.052333805	10751720	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_11189917_11191440	2R	11189917	11191440	CG8205	fus	transcript overlap	1.273104881	11190556	5.475609756	11190556	9.73125884	11190556	0	1	0	0	0		5	3	3	1	0	0	3	2	2	1	0	0	1	0	0	0	0	0
2R_11214388_11215170	2R	11214388	11215170	CG30080	CG30080	transcript overlap	2.452751817	11214794	4.490619137	11214794	7.131541726	11214794	1	0	0	0	0		1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
2R_11249825_11250659	2R	11249825	11250659	CG30089	CG30089	transcript overlap	3.176531672	11250215	13.55253283	11250215	27.47524752	11250215	1	0	0	0	0		0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0
2R_11251137_11251464	2R	11251137	11251464	CG30089	CG30089	transcript overlap	1.586708204	11251240	5.313320826	11251240	8.240452617	11251240	0	1	0	0	0		1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_11262839_11263118	2R	11262839	11263118	CG30089	CG30089	transcript overlap	2.385254413	11262948	4.661350844	11262948	5.801980198	11262948	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2R_11270050_11271893	2R	11270050	11271893	CG30089	CG30089	transcript overlap	2.689511942	11270685	7.628517824	11270685	15.28571429	11270685	1	0	0	0	0		4	4	1	1	1	0	1	1	1	0	0	0	3	0	0	0	0	0
2R_11282061_11282521	2R	11282061	11282521	CG30084	tun	transcript overlap	1.115264798	11282386	12.76266417	11282386	20.61669024	11282386	0	1	0	0	0		5	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0
2R_11304961_11306011	2R	11304961	11306011	CG30084	tun	transcript overlap	4.683281412	11305344	7.971857411	11305562	21.67892504	11305562	1	0	0	0	0		0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
2R_11331743_11332279	2R	11331743	11332279	CG30084	tun	71	1.421599169	11332109	4.785178236	11332109	7.554455446	11332109	0	1	0	0	0		1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
2R_11380733_11381573	2R	11380733	11381573	CG30085	CG30085	transcript overlap	1.966770509	11381123	6.700750469	11381123	11.25459689	11381123	0	1	0	0	0		4	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
2R_11387916_11388994	2R	11387916	11388994	CG8355	sli	transcript overlap	1.125649013	11388069	5.89587242	11388555	8.889674682	11388555	0	1	0	0	0		4	4	4	3	2	2	2	2	2	1	0	0	0	0	0	0	0	0
2R_11405557_11406936	2R	11405557	11406936	CG8355	sli	TSS overlap	3.225337487	11405793	5.806754221	11405932	12.59405941	11405932	1	0	0	0	0		2	2	1	0	0	0	2	1	1	0	0	0	3	0	0	0	0	0
2R_11412702_11413494	2R	11412702	11413494	CG33463	CG33463	1412	1.773624091	11412779	3.334896811	11413036	5.234794908	11413036	0	1	0	0	0		2	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
2R_11418735_11419974	2R	11418735	11419974	CG33463	CG33463	7445	1.703011423	11419429	3.267354597	11419429	7.61669024	11419429	0	1	0	0	0		2	0	0	0	0	0	4	1	1	0	0	0	1	1	0	0	0	0
2R_11702084_11702620	2R	11702084	11702620	CG8443	CG8443	transcript overlap	1.724818276	11702450	4.076923077	11702450	5.14427157	11702450	0	1	0	0	0		0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
2R_11845878_11846374	2R	11845878	11846374	CG8048	Vha44	transcript overlap	1.417445483	11845988	2.384615385	11845988	5.664780764	11846227	0	1	0	0	0		2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
2R_11988174_11989058	2R	11988174	11989058	CG33524	CG33524	5102	1.509865005	11988608	6.805816135	11988608	11.69306931	11988608	0	1	0	0	0		3	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
2R_11994456_11994800	2R	11994456	11994800	CG15712	CG15712	5603	1.126687435	11994565	3.222326454	11994565	5.820367751	11994565	0	1	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
2R_12029387_12030420	2R	12029387	12030420	CG4700	Sema-2a	transcript overlap	2.040498442	12029970	5.014071295	12029970	9.473833098	12029970	1	0	0	0	0		4	2	2	0	0	0	3	2	2	1	1	0	1	0	0	0	0	0
2R_12031904_12032372	2R	12031904	12032372	CG4700	Sema-2a	transcript overlap	1.497403946	12032202	3.132270169	12032202	5.291371994	12032202	0	1	0	0	0		1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2R_12095055_12095956	2R	12095055	12095956	CG5072	Cdk4	transcript overlap	2.11007269	12095506	10.77204503	12095506	18.29561528	12095506	1	0	0	0	0		1	1	0	0	0	0	3	3	1	0	0	0	1	0	0	0	0	0
2R_12154620_12155982	2R	12154620	12155982	CG18471	gprs	121	1.561786085	12154995	8.268292683	12154995	16.69306931	12154995	0	1	0	0	0		2	1	1	1	1	1	2	2	2	1	1	1	0	0	0	0	0	0
2R_12245496_12246515	2R	12245496	12246515	CG30463	CG30463	TSS overlap	2.523364486	12246435	2.69043152	12246203	5.742574257	12246203	1	0	0	0	0		2	2	2	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0
2R_12973025_12973886	2R	12973025	12973886	CG14478	CG14478	transcript overlap	2.05192108	12973134	5.882739212	12973414	9.5572843	12973694	1	0	0	0	0		4	3	3	2	1	0	3	3	2	1	1	1	1	1	1	1	1	1
2R_12976135_12977313	2R	12976135	12977313	CG14478	CG14478	transcript overlap	2.003115265	12976583	4.454971857	12976583	6.289957567	12976466	1	0	0	0	0		3	3	3	0	0	0	3	3	3	2	0	0	0	0	0	0	0	0
2R_13193846_13195739	2R	13193846	13195739	CG6446	Sema-1b	transcript overlap	5.695742471	13194771	9.405253283	13194771	14.73833098	13195013	1	0	0	0	0		3	2	2	1	1	1	1	1	0	0	0	0	2	0	0	0	0	0
2R_13230913_13231751	2R	13230913	13231751	CG6424	CG6424	transcript overlap	1.94807892	13231583	4.930581614	13231303	10.2758133	13231303	0	1	0	0	0		1	1	1	0	0	0	2	2	1	1	0	0	1	0	0	0	0	0
2R_13315948_13317240	2R	13315948	13317240	CG5058	grh	412	2.115264798	13316585	16.89587242	13316585	32.47524752	13316585	1	0	0	0	0		3	1	1	1	1	0	2	1	1	1	0	0	0	0	0	0	0	0
2R_13318496_13319273	2R	13318496	13319273	CG5058	grh	transcript overlap	1.424714434	13318576	4.834896811	13319103	8.868458274	13319103	0	1	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2R_13328466_13329079	2R	13328466	13329079	CG5058	grh	transcript overlap	1.137071651	13328927	4.161350844	13328927	9.231966054	13328927	0	1	0	0	0		3	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0
2R_13407121_13409028	2R	13407121	13409028	CG5076	elk	transcript overlap	1.919003115	13408261	5.317073171	13408039	11.72984441	13408039	0	1	0	0	0		4	0	0	0	0	0	8	4	3	1	0	0	2	0	0	0	0	0
2R_13750342_13750622	2R	13750342	13750622	CG10917	fj	transcript overlap	1.046728972	13750452	3.409005629	13750452	5.632248939	13750452	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_13814444_13815451	2R	13814444	13815451	CG18540	CG18540	123	2.453790239	13814760	4.592870544	13814760	10.44978784	13814760	1	0	0	0	0		1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
2R_14025929_14026486	2R	14025929	14026486	CG5226	CG5226	2953	1.171339564	14026039	3.183864916	14026307	5.618104668	14026307	0	1	0	0	0		3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
2R_14079373_14079866	2R	14079373	14079866	CG30115	CG30115	2875	3.425752856	14079697	3.939962477	14079697	5.487977369	14079697	1	0	0	0	0		1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
2R_14180880_14181443	2R	14180880	14181443	CG33136	CG33136	272	2.005192108	14181270	4.293621013	14180990	8.325318246	14180990	1	0	0	0	0		0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
2R_14192186_14193556	2R	14192186	14193556	CG15085	edl	3791	1.580477674	14192567	4.394934334	14193106	8.561527581	14193106	0	1	0	0	0		1	1	1	1	1	1	5	4	4	3	3	2	0	0	0	0	0	0
2R_14311109_14311941	2R	14311109	14311941	CG15094	CG15094	TSS overlap	2.479750779	14311779	2.177298311	14311606	5.032531825	14311499	1	0	0	0	0		5	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0
2R_14317126_14318002	2R	14317126	14318002	CG15095	l(2)08717	transcript overlap	2.08411215	14317164	4.623827392	14317566	7.868458274	14317566	1	0	0	0	0		0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0
2R_14481615_14482162	2R	14481615	14482162	CG18608	prod	3852	1.167185877	14481725	3.813320826	14481992	6.635077793	14481725	0	1	0	0	0		1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2R_14777429_14777944	2R	14777429	14777944	CG7229	CG7229	2652	1.303219107	14777524	4.434333959	14777524	9.212164074	14777524	0	1	0	0	0		1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2R_14780051_14782739	2R	14780051	14782739	CG7229	CG7229	5274	2.326064382	14782290	4.187617261	14782290	7.314002829	14782290	1	0	0	0	0		5	3	3	2	2	0	6	6	4	3	2	0	3	0	0	0	0	0
2R_14791526_14792043	2R	14791526	14792043	CG7230	rib	transcript overlap	2.119418484	14791636	6.301125704	14791906	6.973125884	14791906	1	0	0	0	0		0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
2R_14807580_14808609	2R	14807580	14808609	CG7417	Tab2	transcript overlap	1.705088266	14808151	3.495309568	14807871	7.231966054	14808151	0	1	0	0	0		6	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0
2R_15006431_15008007	2R	15006431	15008007	CG8432 CG11237	Rep Oseg6	TSS overlap	1.440290758	15007563	3.226078799	15006896	5.947666195	15006896	0	1	0	0	0		6	4	1	0	0	0	7	5	5	2	0	0	2	2	0	0	0	0
2R_15173930_15177117	2R	15173930	15177117	CR33039 CR33038 CR33037 CR33036 CR33561 CR33602 CR33004 CR33040 CR33613	mir-6-3 mir-4 mir-3 mir-5 mir-4S mir-286 mir-6-1 mir-6-2 mir-309	TSS overlap	7.868120457	15174320	3.023452158	15176947	6.879773692	15175065	1	0	0	0	0		5	3	1	0	0	0	5	3	1	1	0	0	3	0	0	0	0	0
2R_15355500_15356230	2R	15355500	15356230	CG8595	Toll-7	13732	1.35721703	15355806	3.055347092	15355596	5.72135785	15355806	0	1	0	0	0		1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0
2R_15372344_15373174	2R	15372344	15373174	CG30448	Obp56i	9805	1.417445483	15372451	1.965290807	15372727	5.148514851	15372727	0	1	0	0	0		1	1	1	1	0	0	3	3	3	2	1	0	2	0	0	0	0	0
2R_15395780_15396401	2R	15395780	15396401	CG13872	CG13872	TSS overlap	1.55867082	15395820	2.203564728	15395960	5.216407355	15395960	0	1	0	0	0		1	1	1	1	0	0	2	2	2	0	0	0	1	0	0	0	0	0
2R_15479699_15480503	2R	15479699	15480503	CG10822	CG10822	13381	1.187954309	15480083	2.272045028	15480083	5.684582744	15480083	0	1	0	0	0		1	1	1	1	0	0	3	3	3	3	0	0	0	0	0	0	0	0
2R_15493717_15494246	2R	15493717	15494246	CG8654	CG8654	1686	1.706126687	15494078	3.502814259	15494078	7.14427157	15494078	0	1	0	0	0		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15549864_15550916	2R	15549864	15550916	CG16898	CG16898	30014	3.704049844	15550247	9.505628518	15550247	17.93776521	15550247	1	0	0	0	0		4	4	3	3	2	2	5	5	4	3	2	1	0	0	0	0	0	0
2R_15554981_15556905	2R	15554981	15556905	CG16898	CG16898	35131	1.496365524	15556183	3.821763602	15556183	6.380480905	15556183	0	1	0	0	0		6	6	4	2	0	0	8	5	4	2	2	1	3	2	2	1	0	0
2R_15563952_15565803	2R	15563952	15565803	CG16898	CG16898	44102	1.573208723	15564310	5.135084428	15564310	8.943422914	15564310	0	1	0	0	0		1	0	0	0	0	0	3	3	2	1	0	0	0	0	0	0	0	0
2R_15566162_15567578	2R	15566162	15567578	CG16898	CG16898	46312	1.91588785	15566849	6.263602251	15566849	11.20650636	15566849	0	1	0	0	0		2	1	1	1	1	0	2	1	1	1	1	1	0	0	0	0	0	0
2R_15571095_15572201	2R	15571095	15572201	CG16898	CG16898	51245	3.471443406	15571484	9.80206379	15571484	16.58698727	15571764	1	0	0	0	0		1	0	0	0	0	0	2	2	1	1	1	1	1	0	0	0	0	0
2R_15580496_15582363	2R	15580496	15582363	CG8896	18w	44011	1.660436137	15581681	5.139774859	15581681	9.045261669	15581681	0	1	0	0	0		2	1	1	1	0	0	2	2	2	2	2	2	4	1	0	0	0	0
2R_15586886_15587959	2R	15586886	15587959	CG8896	18w	38415	2.223260644	15587237	5.919324578	15587237	9.652050919	15587237	1	0	0	0	0		2	2	2	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0
2R_15842680_15843467	2R	15842680	15843467	CG8929	CG8929	transcript overlap	2.548286604	15843051	3.253283302	15843051	6.411598303	15843051	1	0	0	0	0		2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
2R_16053808_16054365	2R	16053808	16054365	CG13427	CG13427	TSS overlap	2.517133956	16054198	8.19043152	16054198	13.60254597	16054198	1	0	0	0	0		2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2R_16115237_16116344	2R	16115237	16116344	CG13425	bl	transcript overlap	1.54517134	16115347	3.061913696	16115907	5.888260255	16115907	0	1	0	0	0		3	3	3	2	1	1	4	3	2	2	2	1	0	0	0	0	0	0
2R_16118521_16119851	2R	16118521	16119851	CG13425	bl	transcript overlap	2.985462098	16118631	5.509380863	16119124	8.777934936	16119124	1	0	0	0	0		0	0	0	0	0	0	2	0	0	0	0	0	2	1	1	1	0	0
2R_16160808_16161924	2R	16160808	16161924	CG11132	DMAP1	1907	2.12357217	16161197	2.865853659	16161754	5.166902405	16161754	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2R_16353398_16354169	2R	16353398	16354169	CG17999	CG17999	3332	1.322949117	16353776	3.872420263	16353776	6.534653465	16353776	0	1	0	0	0		2	1	0	0	0	0	2	2	1	0	0	0	1	0	0	0	0	0
2R_16366703_16367820	2R	16366703	16367820	CG15227	CG15227	5863	1.421599169	16367090	3.917448405	16367090	8.429985856	16367090	0	1	0	0	0		2	2	1	0	0	0	2	2	1	1	0	0	1	0	0	0	0	0
2R_16468195_16470337	2R	16468195	16470337	CG33152	hbn	TSS overlap	2.142263759	16469918	4.140712946	16468580	7.026874116	16469918	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2R_16555324_16556794	2R	16555324	16556794	CG3722	shg	7947	2.90238837	16555875	17.67073171	16555875	28.89674682	16555875	1	0	0	0	0		3	3	3	3	2	2	2	2	2	2	1	1	1	1	1	1	1	0
2R_16649216_16649771	2R	16649216	16649771	CG30388	Magi	transcript overlap	1.399792316	16649604	3.32739212	16649604	6.04950495	16649604	0	1	0	0	0		2	1	1	0	0	0	5	3	0	0	0	0	2	1	0	0	0	0
2R_16690262_16690540	2R	16690262	16690540	CR30210 CR30209	tRNA:G3:57BCb CR30209	TSS overlap	2.577362409	16690372	3.290806754	16690372	5.625176803	16690372	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_16757974_16759288	2R	16757974	16759288	CG18375	CG18375	TSS overlap	4.919003115	16758522	26.59662289	16758522	41.18387553	16758522	1	0	0	0	0		4	2	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
2R_16871284_16872649	2R	16871284	16872649	CG15671	cv-2	transcript overlap	1.619937695	16872176	3.14727955	16871634	6.528995757	16872176	0	1	0	0	1	"Biemar et al., 2006"	3	2	2	2	1	0	2	1	0	0	0	0	1	0	0	0	0	0
2R_16933514_16934294	2R	16933514	16934294	CG10497	Sdc	transcript overlap	2.133956386	16933846	4.371482176	16933846	10.56152758	16933846	1	0	0	0	0		2	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
2R_16974027_16974778	2R	16974027	16974778	CG10497	Sdc	transcript overlap	2.924195223	16974402	4.350844278	16974137	9.939179632	16974402	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
2R_16982239_16983002	2R	16982239	16983002	CG10497	Sdc	transcript overlap	1.745586708	16982349	2.907129456	16982349	6.209335219	16982349	0	1	0	0	0		1	1	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0
2R_16983918_16985229	2R	16983918	16985229	CG10497	Sdc	transcript overlap	1.843198339	16985059	5.434333959	16984488	9.007072136	16984488	0	1	0	0	0		1	0	0	0	0	0	2	1	1	1	0	0	1	1	0	0	0	0
2R_17009707_17010319	2R	17009707	17010319	CG15669	MESK2	transcript overlap	1.281412253	17010022	2.540337711	17010022	5.469589816	17010022	0	1	0	0	0		3	2	2	2	2	1	3	3	3	1	0	0	0	0	0	0	0	0
2R_17031153_17033313	2R	17031153	17033313	CG10079	Egfr	transcript overlap	2.68847352	17031531	7.643527205	17031531	11.92927864	17031531	1	0	0	0	0		3	3	2	2	0	0	2	1	1	1	0	0	4	1	0	0	0	0
2R_17051799_17054492	2R	17051799	17054492	CG10079	Egfr	transcript overlap	4.232606438	17052990	10.5750469	17052990	21.64780764	17052990	1	0	0	0	0		4	2	1	1	0	0	4	3	2	2	0	0	1	0	0	0	0	0
2R_17153169_17154293	2R	17153169	17154293	CG10082	CG10082	TSS overlap	2.206645898	17154112	6.153846154	17153695	12.5049505	17153695	1	0	0	0	0		0	0	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0
2R_17214975_17216016	2R	17214975	17216016	CG17921	HmgZ	2905	2.667705088	17215307	6.5684803	17215577	11.1612447	17215307	1	0	0	0	0		3	2	2	2	1	1	2	1	1	1	1	0	0	0	0	0	0	0
2R_17749776_17751105	2R	17749776	17751105	CG5799	dve	440	1.562824507	17749889	5.909005629	17750729	17.74823197	17750729	0	1	0	0	0		0	0	0	0	0	0	3	2	2	2	2	2	3	2	0	0	0	0
2R_17824826_17826419	2R	17824826	17826419	CG5820	Gp150	TSS overlap	2.050882658	17824936	5.942776735	17825298	9.732673267	17825298	1	0	0	0	0		3	2	2	0	0	0	3	2	2	0	0	0	3	0	0	0	0	0
2R_17915649_17916796	2R	17915649	17916796	CG33200	ventrally-expressed-protein-D	TSS overlap	4.421599169	17916297	7.02532833	17916144	4.615275813	17916144	1	0	0	0	0		0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
2R_18013133_18014272	2R	18013133	18014272	CG4444	px	transcript overlap	2.257528557	18013520	3.577861163	18013800	5.182461103	18013520	1	0	0	0	0		3	3	2	2	0	0	2	2	1	1	0	0	2	1	1	1	0	0
2R_18014966_18015721	2R	18014966	18015721	CG4444	px	transcript overlap	2.225337487	18015302	3.489681051	18015302	6.118811881	18015302	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_18196073_18199847	2R	18196073	18199847	CG9952	ppa	TSS overlap	4.12357217	18196636	9.401500938	18198346	12.61669024	18198346	1	0	0	0	0		3	0	0	0	0	0	7	2	1	0	0	0	0	0	0	0	0	0
2R_18235979_18237083	2R	18235979	18237083	CG30092	jbug	transcript overlap	1.329179647	18236621	3.097560976	18236900	6.101838755	18236900	0	1	0	0	0		3	2	2	2	1	0	1	1	1	1	1	1	1	0	0	0	0	0
2R_18552484_18552954	2R	18552484	18552954	CG2956	twi	754	2.699896158	18552784	2.935272045	18552784	5.005657709	18552784	1	0	0	0	1	"Jiang et al., 1991"	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	1	0	0
2R_18553474_18554632	2R	18553474	18554632	CG2956	twi	TSS overlap	2.939771547	18554075	3.554409006	18553672	5.574257426	18553672	1	0	1	0	1	"Jiang et al., 1991"	2	2	1	1	0	0	1	1	0	0	0	0	3	2	1	1	0	0
2R_18695135_18695974	2R	18695135	18695974	CG13539	CG13539	3127	5.251298027	18695244	5.703564728	18695244	8.142857143	18695244	1	0	0	0	0		1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0
